Time,Material,Length,Width,X,Y,Z,Resultant,Output
,,,,,,,,
15:47:05,CRC,10.7,9.2,148,-3.46,21.14,149.54,NON-RUSTED
15:47:06,CRC,10.7,9.2,141.25,-3.76,24.04,143.33,NON-RUSTED
15:47:06,CRC,10.7,9.2,143.35,-3.91,24.04,145.41,NON-RUSTED
15:47:07,CRC,10.7,9.2,145.6,-3.46,23.8,147.57,NON-RUSTED
15:47:07,CRC,10.7,9.2,145.15,-2.86,24.04,147.16,NON-RUSTED
15:47:07,CRC,10.7,9.2,145.15,-3.31,23.8,147.13,NON-RUSTED
15:47:08,CRC,10.7,9.2,144.85,-3.31,24.52,146.95,NON-RUSTED
15:47:08,CRC,10.7,9.2,144.85,-3.16,24.52,146.95,NON-RUSTED
15:47:09,CRC,10.7,9.2,144.7,-2.71,23.8,146.67,NON-RUSTED
15:47:09,CRC,10.7,9.2,144.55,-3.31,23.56,146.5,NON-RUSTED
15:47:09,CRC,10.7,9.2,144.85,-2.86,23.8,146.82,NON-RUSTED
15:47:10,CRC,10.7,9.2,145.45,-3.16,24.28,147.5,NON-RUSTED
15:47:10,CRC,10.7,9.2,145,-2.86,24.28,147.05,NON-RUSTED
15:47:11,CRC,10.7,9.2,145.15,-3.16,24.52,147.24,NON-RUSTED
15:47:11,CRC,10.7,9.2,149.8,0.44,26.94,152.21,NON-RUSTED
15:47:12,CRC,10.7,9.2,146.95,0.29,25.98,149.23,NON-RUSTED
15:47:12,CRC,10.7,9.2,140.8,1.64,20.65,142.32,NON-RUSTED
15:47:12,CRC,10.7,9.2,155.05,1.94,20.17,156.37,NON-RUSTED
15:47:13,CRC,10.7,9.2,145.15,1.19,23.56,147.06,NON-RUSTED
15:47:13,CRC,10.7,9.2,145.45,1.04,24.04,147.43,NON-RUSTED
15:47:14,CRC,10.7,9.2,144.4,1.49,23.8,146.36,NON-RUSTED
15:47:14,CRC,10.7,9.2,144.25,0.89,24.04,146.24,NON-RUSTED
15:47:14,CRC,10.7,9.2,143.95,1.19,24.28,145.99,NON-RUSTED
15:47:15,CRC,10.7,9.2,144.25,1.04,23.8,146.21,NON-RUSTED
15:47:15,CRC,10.7,9.2,145.15,1.49,23.56,147.06,NON-RUSTED
15:47:16,CRC,10.7,9.2,146.35,1.19,22.83,148.13,NON-RUSTED
15:47:16,CRC,10.7,9.2,146.05,1.34,23.8,147.98,NON-RUSTED
15:47:16,CRC,10.7,9.2,145.9,1.34,23.56,147.8,NON-RUSTED
15:47:17,CRC,10.7,9.2,145.9,0.74,24.04,147.87,NON-RUSTED
15:47:17,CRC,10.7,9.2,145.6,1.34,23.56,147.5,NON-RUSTED
15:47:18,CRC,10.7,9.2,145.6,1.34,23.56,147.5,NON-RUSTED
15:47:18,CRC,10.7,9.2,145.45,1.79,24.04,147.44,NON-RUSTED
15:47:19,CRC,10.7,9.2,146.2,1.04,23.56,148.09,NON-RUSTED
15:47:22,CRC,10.7,9.2,144.4,-0.61,21.38,145.98,NON-RUSTED
15:47:22,CRC,10.7,9.2,149.35,-1.06,24.28,151.32,NON-RUSTED
15:47:23,CRC,10.7,9.2,150.85,-0.91,25.01,152.91,NON-RUSTED
15:47:23,CRC,10.7,9.2,151.6,-0.16,24.28,153.53,NON-RUSTED
15:47:23,CRC,10.7,9.2,150.7,-1.06,24.77,152.73,NON-RUSTED
15:47:24,CRC,10.7,9.2,150.1,-0.61,25.25,152.21,NON-RUSTED
15:47:24,CRC,10.7,9.2,150.55,-0.46,25.01,152.62,NON-RUSTED
15:47:25,CRC,10.7,9.2,150.7,-0.91,25.25,152.81,NON-RUSTED
15:47:25,CRC,10.7,9.2,150.55,-0.31,25.25,152.66,NON-RUSTED
15:47:25,CRC,10.7,9.2,150.85,-0.46,25.49,152.99,NON-RUSTED
15:47:26,CRC,10.7,9.2,150.55,-0.31,25.01,152.62,NON-RUSTED
15:47:26,CRC,10.7,9.2,151.3,-0.31,24.28,153.24,NON-RUSTED
15:47:27,CRC,10.7,9.2,151.6,-0.16,24.77,153.61,NON-RUSTED
15:47:27,CRC,10.7,9.2,151,-0.16,25.01,153.06,NON-RUSTED
15:47:28,CRC,10.7,9.2,151,-0.01,25.01,153.06,NON-RUSTED
15:47:28,CRC,10.7,9.2,151.15,-0.16,24.52,153.13,NON-RUSTED
15:47:28,CRC,10.7,9.2,151.3,-0.16,24.77,153.32,NON-RUSTED
15:47:29,CRC,10.7,9.2,150.85,-0.46,25.01,152.91,NON-RUSTED
15:55:15,CRC,10.7,9.2,235.32,-11.9,38.75,238.79,RUSTED
15:55:15,CRC,10.7,9.2,226.17,-12.65,37.06,229.54,RUSTED
15:55:16,CRC,10.7,9.2,226.92,-12.5,38.51,230.51,RUSTED
15:55:16,CRC,10.7,9.2,223.92,-12.5,39.48,227.72,RUSTED
15:55:16,CRC,10.7,9.2,224.37,-12.5,38.51,228,RUSTED
15:55:17,CRC,10.7,9.2,224.07,-12.35,38.27,227.65,RUSTED
15:55:17,CRC,10.7,9.2,224.37,-12.35,37.78,227.87,RUSTED
15:55:18,CRC,10.7,9.2,223.92,-12.35,37.78,227.43,RUSTED
15:55:18,CRC,10.7,9.2,223.92,-12.2,37.78,227.42,RUSTED
15:55:18,CRC,10.7,9.2,223.47,-12.65,37.78,227,RUSTED
15:55:19,CRC,10.7,9.2,223.92,-12.05,38.51,227.53,RUSTED
15:55:19,CRC,10.7,9.2,224.22,-12.2,37.54,227.67,RUSTED
15:55:20,CRC,10.7,9.2,224.37,-9.8,55.45,231.33,RUSTED
15:55:24,CRC,10.7,9.2,292.17,-10.85,39.23,295,RUSTED
15:55:24,CRC,10.7,9.2,227.07,-3.65,36.81,230.07,RUSTED
15:55:25,CRC,10.7,9.2,222.27,-2.75,33.18,224.75,RUSTED
15:55:25,CRC,10.7,9.2,220.62,-3.35,36.33,223.62,RUSTED
15:55:25,CRC,10.7,9.2,220.02,-4.1,36.81,223.12,RUSTED
15:55:26,CRC,10.7,9.2,219.57,-4.4,36.57,222.64,RUSTED
15:55:26,CRC,10.7,9.2,220.17,-4.4,36.09,223.16,RUSTED
15:55:27,CRC,10.7,9.2,219.42,-4.1,37.06,222.57,RUSTED
15:55:27,CRC,10.7,9.2,220.17,-4.4,37.06,223.31,RUSTED
15:55:28,CRC,10.7,9.2,220.02,-3.35,37.54,223.23,RUSTED
15:55:28,CRC,10.7,9.2,219.72,-3.5,37.3,222.9,RUSTED
15:55:28,CRC,10.7,9.2,219.57,-3.95,37.54,222.8,RUSTED
15:55:29,CRC,10.7,9.2,219.72,-3.65,37.3,222.9,RUSTED
15:55:29,CRC,10.7,9.2,219.27,-3.35,37.78,222.53,RUSTED
15:55:30,CRC,10.7,9.2,219.72,-3.35,37.54,222.93,RUSTED
15:55:30,CRC,10.7,9.2,219.27,-3.65,37.78,222.54,RUSTED
15:55:30,CRC,10.7,9.2,219.12,-3.35,37.06,222.26,RUSTED
15:55:31,CRC,10.7,9.2,220.02,-3.35,37.54,223.23,RUSTED
15:55:31,CRC,10.7,9.2,218.97,-3.8,37.78,222.24,RUSTED
15:55:32,CRC,10.7,9.2,219.42,-3.05,37.78,222.67,RUSTED
15:55:32,CRC,10.7,9.2,219.42,-4.85,40.93,223.26,RUSTED
16:05:09,CRC,10.7,9.2,282.64,-5.43,29.21,284.2,RUSTED
16:05:10,CRC,10.7,9.2,225.64,-3.63,29.21,227.55,RUSTED
16:05:10,CRC,10.7,9.2,214.39,-2.28,33.57,217.01,RUSTED
16:05:10,CRC,10.7,9.2,204.64,-1.68,36.23,207.83,RUSTED
16:05:11,CRC,10.7,9.2,203.59,-2.13,36.96,206.93,RUSTED
16:05:11,CRC,10.7,9.2,203.89,-2.73,36.96,207.23,RUSTED
16:05:12,CRC,10.7,9.2,204.79,-2.58,36.96,208.11,RUSTED
16:05:12,CRC,10.7,9.2,204.19,-2.58,36.71,207.48,RUSTED
16:05:13,CRC,10.7,9.2,204.49,-2.43,36.96,207.82,RUSTED
16:05:13,CRC,10.7,9.2,204.34,-2.58,36.96,207.67,RUSTED
16:05:13,CRC,10.7,9.2,204.19,-2.58,36.71,207.48,RUSTED
16:05:14,CRC,10.7,9.2,204.19,-2.28,37.44,207.61,RUSTED
16:05:14,CRC,10.7,9.2,204.04,-2.58,36.96,207.37,RUSTED
16:05:15,CRC,10.7,9.2,204.34,-2.28,37.2,207.71,RUSTED
16:05:15,CRC,10.7,9.2,204.34,-2.43,37.2,207.71,RUSTED
16:05:15,CRC,10.7,9.2,204.04,-1.83,36.96,207.37,RUSTED
16:05:16,CRC,10.7,9.2,203.89,-2.43,37.44,207.31,RUSTED
16:05:16,CRC,10.7,9.2,203.89,-2.13,37.68,207.35,RUSTED
16:05:17,CRC,10.7,9.2,204.19,-2.58,36.71,207.48,RUSTED
16:05:17,CRC,10.7,9.2,204.64,-2.13,37.44,208.05,RUSTED
16:05:20,CRC,10.7,9.2,284.44,-12.48,32.36,286.55,RUSTED
16:05:20,CRC,10.7,9.2,201.79,-17.13,33.08,205.2,RUSTED
16:05:20,CRC,10.7,9.2,200.74,-17.43,30.42,203.78,RUSTED
16:05:21,CRC,10.7,9.2,199.84,-16.98,30.91,202.93,RUSTED
16:05:21,CRC,10.7,9.2,200.14,-16.23,33.81,203.62,RUSTED
16:05:22,CRC,10.7,9.2,200.44,-15.63,35.75,204.2,RUSTED
16:05:22,CRC,10.7,9.2,200.89,-15.93,35.75,204.67,RUSTED
16:05:22,CRC,10.7,9.2,200.74,-15.78,35.5,204.46,RUSTED
16:05:23,CRC,10.7,9.2,200.44,-15.63,35.99,204.24,RUSTED
16:05:23,CRC,10.7,9.2,199.84,-15.78,35.5,203.58,RUSTED
16:05:24,CRC,10.7,9.2,200.14,-16.08,35.5,203.9,RUSTED
16:05:24,CRC,10.7,9.2,200.14,-15.93,35.75,203.93,RUSTED
16:05:24,CRC,10.7,9.2,199.84,-15.93,35.02,203.51,RUSTED
16:05:25,CRC,10.7,9.2,200.14,-15.93,35.99,203.97,RUSTED
16:05:25,CRC,10.7,9.2,200.14,-16.23,35.5,203.91,RUSTED
16:05:26,CRC,10.7,9.2,199.99,-16.08,36.47,203.92,RUSTED
16:05:26,CRC,10.7,9.2,199.69,-15.93,35.5,203.45,RUSTED
16:05:27,CRC,10.7,9.2,199.84,-16.23,35.5,203.62,RUSTED
16:05:27,CRC,10.7,9.2,199.69,-16.08,35.5,203.46,RUSTED
16:12:52,CRC,12,12,282.65,1.47,27.19,283.96,NON-RUSTED
16:12:53,CRC,12,12,226.1,3.87,13.39,226.53,NON-RUSTED
16:12:53,CRC,12,12,206.45,5.37,18.96,207.39,NON-RUSTED
16:12:53,CRC,12,12,196.7,6.87,21.62,198.01,NON-RUSTED
16:12:54,CRC,12,12,195.05,6.42,23.56,196.58,NON-RUSTED
16:12:54,CRC,12,12,195.05,6.42,22.59,196.46,NON-RUSTED
16:12:55,CRC,12,12,195.5,6.57,23.07,196.97,NON-RUSTED
16:12:55,CRC,12,12,195.95,6.57,23.07,197.42,NON-RUSTED
16:12:55,CRC,12,12,195.35,6.42,22.83,196.79,NON-RUSTED
16:12:56,CRC,12,12,195.95,6.42,22.35,197.33,NON-RUSTED
16:12:56,CRC,12,12,195.65,6.42,22.35,197.03,NON-RUSTED
16:12:57,CRC,12,12,195.8,6.27,22.59,197.2,NON-RUSTED
16:12:57,CRC,12,12,195.8,6.57,22.11,197.16,NON-RUSTED
16:12:57,CRC,12,12,195.5,6.42,22.35,196.88,NON-RUSTED
16:12:58,CRC,12,12,195.65,6.42,22.83,197.09,NON-RUSTED
16:12:58,CRC,12,12,195.8,6.42,22.35,197.18,NON-RUSTED
16:12:59,CRC,12,12,196.4,6.42,22.11,197.75,NON-RUSTED
16:12:59,CRC,12,12,195.95,6.57,22.11,197.31,NON-RUSTED
16:13:00,CRC,12,12,196.25,6.57,22.83,197.69,NON-RUSTED
16:13:00,CRC,12,12,196.25,6.57,22.35,197.63,NON-RUSTED
16:13:00,CRC,12,12,195.35,6.72,22.59,196.77,NON-RUSTED
16:13:01,CRC,12,12,196.1,6.42,22.59,197.51,NON-RUSTED
16:13:01,CRC,12,12,195.95,6.27,22.59,197.35,NON-RUSTED
16:13:02,CRC,12,12,195.95,6.72,22.59,197.37,NON-RUSTED
16:13:02,CRC,12,12,195.95,6.72,22.59,197.37,NON-RUSTED
16:13:02,CRC,12,12,195.95,6.87,22.11,197.32,NON-RUSTED
16:13:03,CRC,12,12,196.25,6.57,22.59,197.66,NON-RUSTED
16:13:03,CRC,12,12,195.8,6.42,22.59,197.21,NON-RUSTED
16:13:04,CRC,12,12,195.8,6.42,22.35,197.18,NON-RUSTED
16:13:04,CRC,12,12,195.95,6.57,22.11,197.31,NON-RUSTED
16:13:04,CRC,12,12,195.95,6.27,22.11,197.3,NON-RUSTED
16:13:05,CRC,12,12,195.8,6.27,22.11,197.15,NON-RUSTED
16:13:05,CRC,12,12,195.95,6.72,22.35,197.34,NON-RUSTED
16:13:06,CRC,12,12,195.65,6.27,22.11,197,NON-RUSTED
16:13:10,CRC,12,12,197.3,-3.78,24.28,198.83,NON-RUSTED
16:13:10,CRC,12,12,197.3,-3.63,23.8,198.77,NON-RUSTED
16:13:11,CRC,12,12,197.15,-4.83,23.07,198.56,NON-RUSTED
16:13:11,CRC,12,12,197.6,-4.08,23.56,199.05,NON-RUSTED
16:13:11,CRC,12,12,197.3,-4.38,23.32,198.73,NON-RUSTED
16:13:12,CRC,12,12,197.45,-4.23,24.04,198.96,NON-RUSTED
16:13:12,CRC,12,12,197.45,-4.08,24.28,198.98,NON-RUSTED
16:13:13,CRC,12,12,197.6,-4.23,24.28,199.14,NON-RUSTED
16:13:13,CRC,12,12,196.55,-4.53,24.04,198.07,NON-RUSTED
16:13:14,CRC,12,12,196.7,-4.38,23.56,198.16,NON-RUSTED
16:13:14,CRC,12,12,197.15,-3.93,23.56,198.6,NON-RUSTED
16:13:14,CRC,12,12,197.3,-3.93,23.32,198.72,NON-RUSTED
16:13:15,CRC,12,12,197.3,-4.38,23.07,198.7,NON-RUSTED
16:13:15,CRC,12,12,197.45,-4.38,23.56,198.9,NON-RUSTED
16:13:16,CRC,12,12,197.6,-3.93,23.07,198.99,NON-RUSTED
16:13:16,CRC,12,12,197.6,-4.23,23.56,199.05,NON-RUSTED
16:13:16,CRC,12,12,197.9,-4.23,23.8,199.37,NON-RUSTED
16:13:17,CRC,12,12,197.3,-4.38,23.56,198.75,NON-RUSTED
16:13:17,CRC,12,12,197.45,-4.08,24.28,198.98,NON-RUSTED
16:13:18,CRC,12,12,197.45,-3.93,24.04,198.95,NON-RUSTED
16:13:18,CRC,12,12,197.75,-3.93,24.28,199.28,NON-RUSTED
16:13:18,CRC,12,12,197.75,-4.08,23.32,199.17,NON-RUSTED
16:13:19,CRC,12,12,198.05,-4.08,23.07,199.44,NON-RUSTED
16:13:19,CRC,12,12,201.8,-5.88,29.85,204.08,NON-RUSTED
16:13:23,CRC,12,12,166.25,0.87,16.78,167.1,NON-RUSTED
16:13:23,CRC,12,12,165.35,0.42,18.96,166.44,NON-RUSTED
16:13:23,CRC,12,12,164.9,0.72,17.27,165.81,NON-RUSTED
16:13:24,CRC,12,12,165.35,0.57,16.78,166.2,NON-RUSTED
16:13:24,CRC,12,12,164.9,0.12,17.51,165.83,NON-RUSTED
16:13:25,CRC,12,12,165.5,-0.18,17.02,166.38,NON-RUSTED
16:13:25,CRC,12,12,165.35,0.12,16.54,166.18,NON-RUSTED
16:13:25,CRC,12,12,164.6,-0.18,16.78,165.46,NON-RUSTED
16:13:26,CRC,12,12,164.9,-0.18,16.54,165.73,NON-RUSTED
16:13:26,CRC,12,12,164.6,-0.03,17.02,165.48,NON-RUSTED
16:13:27,CRC,12,12,164.6,-0.18,17.51,165.53,NON-RUSTED
16:13:27,CRC,12,12,165.2,-0.48,17.27,166.1,NON-RUSTED
16:13:27,CRC,12,12,164.75,-0.33,17.02,165.63,NON-RUSTED
16:13:28,CRC,12,12,165.2,-0.03,17.02,166.08,NON-RUSTED
16:13:28,CRC,12,12,165.2,-0.03,17.02,166.08,NON-RUSTED
16:13:29,CRC,12,12,165.35,-0.33,17.02,166.23,NON-RUSTED
16:13:29,CRC,12,12,165.8,-0.03,16.78,166.65,NON-RUSTED
16:13:30,CRC,12,12,165.05,0.27,16.78,165.91,NON-RUSTED
16:13:30,CRC,12,12,164.6,0.12,16.78,165.46,NON-RUSTED
16:13:30,CRC,12,12,164.6,0.27,16.54,165.43,NON-RUSTED
16:13:31,CRC,12,12,164.6,0.12,17.02,165.48,NON-RUSTED
16:13:35,CRC,12,12,179.9,17.37,21.86,182.06,NON-RUSTED
16:13:36,CRC,12,12,179,17.37,21.38,181.11,NON-RUSTED
16:13:36,CRC,12,12,179,16.17,21.62,181.03,NON-RUSTED
16:13:37,CRC,12,12,179.45,16.17,21.38,181.45,NON-RUSTED
16:13:37,CRC,12,12,179.15,16.62,21.62,181.22,NON-RUSTED
16:13:37,CRC,12,12,179.15,15.57,21.62,181.12,NON-RUSTED
16:13:38,CRC,12,12,179.3,15.87,21.38,181.27,NON-RUSTED
16:13:38,CRC,12,12,179.6,16.17,22.35,181.71,NON-RUSTED
16:13:39,CRC,12,12,179.3,16.02,21.38,181.28,NON-RUSTED
16:13:39,CRC,12,12,179.15,16.47,21.86,181.23,NON-RUSTED
16:13:39,CRC,12,12,179.75,16.32,21.38,181.76,NON-RUSTED
16:13:40,CRC,12,12,179.75,16.17,21.38,181.74,NON-RUSTED
16:13:40,CRC,12,12,179.75,15.72,21.62,181.73,NON-RUSTED
16:13:41,CRC,12,12,179.3,16.17,21.62,181.33,NON-RUSTED
16:13:41,CRC,12,12,179.15,16.02,21.62,181.16,NON-RUSTED
16:13:41,CRC,12,12,179.9,15.42,21.62,181.85,NON-RUSTED
16:13:45,CRC,12,12,176.9,-9.18,18.48,178.1,NON-RUSTED
16:13:46,CRC,12,12,176.3,-9.03,18.48,177.5,NON-RUSTED
16:13:46,CRC,12,12,177.05,-9.03,18.72,178.27,NON-RUSTED
16:13:46,CRC,12,12,177.65,-9.18,17.75,178.77,NON-RUSTED
16:13:47,CRC,12,12,177.5,-9.33,17.99,178.66,NON-RUSTED
16:13:47,CRC,12,12,177.8,-9.63,17.99,178.97,NON-RUSTED
16:13:48,CRC,12,12,177.35,-9.33,18.23,178.53,NON-RUSTED
16:13:48,CRC,12,12,177.05,-10.08,18.72,178.33,NON-RUSTED
16:13:48,CRC,12,12,176.6,-10.23,18.96,177.91,NON-RUSTED
16:13:49,CRC,12,12,176.6,-10.23,18.48,177.86,NON-RUSTED
16:13:49,CRC,12,12,176.6,-10.38,18.72,177.9,NON-RUSTED
16:13:50,CRC,12,12,176.15,-9.93,18.72,177.42,NON-RUSTED
16:13:50,CRC,12,12,176.15,-10.08,18.23,177.38,NON-RUSTED
16:13:51,CRC,12,12,176.75,-9.63,17.99,177.93,NON-RUSTED
16:13:51,CRC,12,12,176.9,-9.03,18.48,178.1,NON-RUSTED
16:13:51,CRC,12,12,177.35,-9.48,18.72,178.59,NON-RUSTED
16:13:52,CRC,12,12,177.2,-9.63,18.48,178.42,NON-RUSTED
16:13:52,CRC,12,12,177.05,-9.93,18.23,178.27,NON-RUSTED
16:13:53,CRC,12,12,177.2,-9.63,17.99,178.38,NON-RUSTED
16:13:53,CRC,12,12,177.5,-9.78,17.99,178.68,NON-RUSTED
16:13:53,CRC,12,12,177.2,-9.63,17.75,178.35,NON-RUSTED
16:13:54,CRC,12,12,177.2,-9.48,18.48,178.42,NON-RUSTED
16:13:54,CRC,12,12,177.5,-9.18,18.72,178.72,NON-RUSTED
16:13:55,CRC,12,12,177.2,-9.18,18.48,178.4,NON-RUSTED
16:13:55,CRC,12,12,177.5,-9.48,18.72,178.74,NON-RUSTED
16:36:30,CRC,11,11,155.55,6.85,27.25,158.07,NON-RUSTED
16:36:31,CRC,11,11,150.75,5.95,22.66,152.56,NON-RUSTED
16:36:31,CRC,11,11,150.75,3.85,22.41,152.46,NON-RUSTED
16:36:31,CRC,11,11,150.9,1.6,22.9,152.64,NON-RUSTED
16:36:32,CRC,11,11,151.65,1.75,23.62,153.49,NON-RUSTED
16:36:32,CRC,11,11,151.8,1.9,24.11,153.71,NON-RUSTED
16:36:33,CRC,11,11,150.75,2.2,24.11,152.68,NON-RUSTED
16:36:33,CRC,11,11,151.2,2.2,23.87,153.09,NON-RUSTED
16:36:33,CRC,11,11,151.8,2.65,24.35,153.76,NON-RUSTED
16:36:34,CRC,11,11,151.8,2.05,23.87,153.68,NON-RUSTED
16:36:34,CRC,11,11,151.35,2.35,24.59,153.35,NON-RUSTED
16:36:35,CRC,11,11,151.8,2.5,24.35,153.76,NON-RUSTED
16:36:35,CRC,11,11,151.2,2.2,23.87,153.09,NON-RUSTED
16:36:35,CRC,11,11,151.35,2.5,24.11,153.28,NON-RUSTED
16:36:36,CRC,11,11,151.8,2.2,24.11,153.72,NON-RUSTED
16:36:36,CRC,11,11,151.95,2.2,23.87,153.83,NON-RUSTED
16:36:37,CRC,11,11,152.1,2.5,24.35,154.06,NON-RUSTED
16:36:37,CRC,11,11,151.8,2.35,23.38,153.61,NON-RUSTED
16:36:38,CRC,11,11,151.8,2.65,24.11,153.73,NON-RUSTED
16:36:38,CRC,11,11,151.95,2.5,24.83,153.99,NON-RUSTED
16:36:38,CRC,11,11,152.7,2.35,24.11,154.61,NON-RUSTED
16:36:39,CRC,11,11,152.25,2.05,23.38,154.05,NON-RUSTED
16:36:42,CRC,11,11,154.05,4.6,26.29,156.34,NON-RUSTED
16:36:42,CRC,11,11,157.2,4.9,26.77,159.54,NON-RUSTED
16:36:42,CRC,11,11,158.1,4.75,26.53,160.38,NON-RUSTED
16:36:43,CRC,11,11,157.8,4.9,26.77,160.13,NON-RUSTED
16:36:43,CRC,11,11,157.2,4.6,27.5,159.65,NON-RUSTED
16:36:44,CRC,11,11,157.35,4.9,26.29,159.61,NON-RUSTED
16:36:44,CRC,11,11,156.6,5.05,26.77,158.95,NON-RUSTED
16:36:44,CRC,11,11,156.3,4.3,27.25,158.72,NON-RUSTED
16:36:45,CRC,11,11,156,4.9,26.77,158.36,NON-RUSTED
16:36:45,CRC,11,11,156.3,4.9,27.5,158.78,NON-RUSTED
16:36:46,CRC,11,11,156.15,4.75,27.01,158.54,NON-RUSTED
16:36:46,CRC,11,11,156.9,4.9,27.01,159.28,NON-RUSTED
16:36:47,CRC,11,11,156.75,5.35,27.01,159.15,NON-RUSTED
16:36:47,CRC,11,11,156.45,4.6,27.01,158.83,NON-RUSTED
16:36:47,CRC,11,11,156.6,4.75,26.53,158.9,NON-RUSTED
16:36:48,CRC,11,11,156.45,4.75,27.01,158.84,NON-RUSTED
16:36:48,CRC,11,11,156.3,5.05,26.29,158.58,NON-RUSTED
16:36:49,CRC,11,11,156.75,4.45,27.01,159.12,NON-RUSTED
16:36:49,CRC,11,11,157.95,4.75,26.29,160.19,NON-RUSTED
16:36:52,CRC,11,11,181.5,15.25,31.61,184.86,NON-RUSTED
16:36:53,CRC,11,11,180,15.55,33.3,183.71,NON-RUSTED
16:36:53,CRC,11,11,180.6,15.4,33.55,184.33,NON-RUSTED
16:36:54,CRC,11,11,180.3,16,33.06,184,NON-RUSTED
16:36:54,CRC,11,11,180,15.1,32.82,183.59,NON-RUSTED
16:36:54,CRC,11,11,180.75,15.4,32.82,184.35,NON-RUSTED
16:36:55,CRC,11,11,180.15,15.25,33.3,183.84,NON-RUSTED
16:36:55,CRC,11,11,180,14.95,33.06,183.62,NON-RUSTED
16:36:56,CRC,11,11,180.45,15.25,32.34,183.96,NON-RUSTED
16:36:56,CRC,11,11,180,15.1,33.06,183.63,NON-RUSTED
16:36:56,CRC,11,11,180.3,15.25,33.06,183.94,NON-RUSTED
16:36:57,CRC,11,11,180,14.95,32.82,183.58,NON-RUSTED
16:36:57,CRC,11,11,180,15.1,32.82,183.59,NON-RUSTED
16:36:58,CRC,11,11,180.15,15.25,15.64,181.47,NON-RUSTED
16:37:02,CRC,11,11,188.7,-16.85,32.09,192.15,NON-RUSTED
16:37:03,CRC,11,11,186.45,-17.15,31.61,189.89,NON-RUSTED
16:37:03,CRC,11,11,186.9,-16.85,32.34,190.42,NON-RUSTED
16:37:03,CRC,11,11,188.25,-16.25,30.4,191.38,NON-RUSTED
16:37:04,CRC,11,11,188.85,-16.4,30.88,192.06,NON-RUSTED
16:37:04,CRC,11,11,188.7,-16.1,31.13,191.93,NON-RUSTED
16:37:05,CRC,11,11,188.7,-16.1,30.64,191.85,NON-RUSTED
16:37:05,CRC,11,11,188.55,-16.1,31.37,191.82,NON-RUSTED
16:37:05,CRC,11,11,188.7,-15.95,30.64,191.84,NON-RUSTED
16:37:06,CRC,11,11,188.85,-16.4,30.88,192.06,NON-RUSTED
16:37:06,CRC,11,11,189.3,-16.1,30.88,192.48,NON-RUSTED
16:37:07,CRC,11,11,188.55,-16.25,30.88,191.75,NON-RUSTED
16:37:07,CRC,11,11,188.7,-16.4,30.64,191.87,NON-RUSTED
16:37:08,CRC,11,11,189,-16.4,30.64,192.17,NON-RUSTED
16:37:08,CRC,11,11,189,-15.8,30.4,192.08,NON-RUSTED
16:37:08,CRC,11,11,189.15,-16.1,30.88,192.33,NON-RUSTED
16:37:09,CRC,11,11,188.85,-16.1,30.4,191.96,NON-RUSTED
16:37:09,CRC,11,11,188.55,-16.25,30.4,191.67,NON-RUSTED
16:37:10,CRC,11,11,188.7,-16.25,30.64,191.86,NON-RUSTED
16:37:10,CRC,11,11,189.15,-16.1,30.64,192.29,NON-RUSTED
16:37:13,CRC,11,11,196.2,1.6,32.09,198.81,NON-RUSTED
16:37:14,CRC,11,11,195,2.05,31.85,197.59,NON-RUSTED
16:37:14,CRC,11,11,195.45,1.9,31.13,197.92,NON-RUSTED
16:37:14,CRC,11,11,195.15,2.05,30.4,197.51,NON-RUSTED
16:37:15,CRC,11,11,194.7,2.2,30.88,197.15,NON-RUSTED
16:37:15,CRC,11,11,194.7,2.2,30.88,197.15,NON-RUSTED
16:37:16,CRC,11,11,195.45,2.2,31.13,197.93,NON-RUSTED
16:37:16,CRC,11,11,195.45,1.75,30.88,197.88,NON-RUSTED
16:37:17,CRC,11,11,194.85,2.2,31.37,197.37,NON-RUSTED
16:37:17,CRC,11,11,195,2.2,30.64,197.41,NON-RUSTED
16:37:17,CRC,11,11,195.15,2.35,30.64,197.56,NON-RUSTED
16:37:18,CRC,11,11,194.7,2.2,31.37,197.22,NON-RUSTED
16:37:18,CRC,11,11,194.85,2.5,31.13,197.34,NON-RUSTED
16:37:19,CRC,11,11,194.55,2.5,31.13,197.04,NON-RUSTED
16:37:19,CRC,11,11,194.4,2.2,31.13,196.89,NON-RUSTED
00:08:45,MS,11,11,170.41,-22.22,17.63,172.75,NON-RUSTED
00:08:46,MS,11,11,169.51,-22.22,18.11,171.91,NON-RUSTED
00:08:46,MS,11,11,170.41,-22.22,20.05,173.01,NON-RUSTED
00:08:47,MS,11,11,170.11,-21.47,20.05,172.62,NON-RUSTED
00:08:47,MS,11,11,171.01,-22.22,20.29,173.63,NON-RUSTED
00:08:47,MS,11,11,170.56,-22.51,20.29,173.23,NON-RUSTED
00:08:48,MS,11,11,170.86,-21.92,20.29,173.45,NON-RUSTED
00:08:48,MS,11,11,170.71,-21.76,20.05,173.25,NON-RUSTED
00:08:49,MS,11,11,170.41,-22.07,20.05,173,NON-RUSTED
00:08:49,MS,11,11,171.91,-21.62,20.29,174.45,NON-RUSTED
00:08:49,MS,11,11,172.51,-21.62,19.56,174.95,NON-RUSTED
00:08:50,MS,11,11,171.91,-21.32,19.56,174.33,NON-RUSTED
00:08:50,MS,11,11,171.46,-21.47,19.81,173.93,NON-RUSTED
